,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2015,4,416
1,2015,5,1867
2,2015,6,2943
3,2015,7,3807
4,2015,8,3468
5,2015,9,3265
6,2015,10,2870
7,2015,11,1808
8,2015,12,1129
9,2016,1,932
10,2016,2,1200
11,2016,3,1631
12,2016,4,2045
13,2016,5,2914
14,2016,6,3513
15,2016,7,3819
16,2016,8,3604
17,2016,9,3389
18,2016,10,2826
19,2016,11,2104
20,2016,12,957
