,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,1
1,2013,7,52
2,2013,8,2281
3,2013,9,3694
4,2013,10,2236
5,2013,11,948
6,2013,12,307
7,2014,1,168
8,2014,2,164
9,2014,3,583
10,2014,4,1898
11,2014,5,3736
12,2014,6,4969
13,2014,7,6018
14,2014,8,5471
15,2014,9,3993
16,2014,10,2909
17,2014,11,1075
18,2014,12,680
19,2015,1,400
20,2015,2,187
21,2015,3,1089
22,2015,4,2132
23,2015,5,3784
24,2015,6,5532
25,2015,7,7678
26,2015,8,6766
27,2015,9,5711
28,2015,10,4345
29,2015,11,1921
30,2015,12,959
31,2016,1,669
32,2016,2,941
33,2016,3,1719
34,2016,4,2314
35,2016,5,4375
36,2016,6,6069
37,2016,7,6414
38,2016,8,5827
39,2016,9,5219
40,2016,10,3979
41,2016,11,2288
42,2016,12,565
